,Tweets_temiz,sentiment
164,Olsun evdekal hayatta kal! İş güç vs. önemli değil. Ne sebepten ölüp ne sebepten ölemeyeceğimize de büyüklerimiz karar verecek. ,1
165,İyi Geceler goodnight iyigeceler İstanbul bagdatcaddesi cumartesi Karantina ,1
166, bu gece siz dahil hiç kimse uyuyamayacak galiba bu program sonrası.. iklimKrizi kuraklık deprem salgın ,0
167,Her COVID 19 vakası tespit edilen takım iptal talep etmesin diye NBA yönetimi ibret i alem için Nuggets Sixers maçını oynatacak. ,1
168,EvdeKal mem Türksat uydusu 5A nın dijital resim sergisinde sergilenen resimlerimiz ,2
169,"Siz Korona'dan en çok TÜRKİYE'nin etkilenmesini, Bununla birlikte yasakların, DNA örneklerini toplayan Pcr'nin, Aşı'lanmanın, Aşıyla gündeme gelen Uğur Şahin'in dergilerde çıkmasını, HESKodu'nun, Ve Watsapp yeni uygulamasını tesadüf zannetmeye devam edin WhatsAppSiliyoruz ",0
170,Ben : Kovid aşısı olmayı düşünüyorum. X kişisi: Çipleyecekler seni ! Ben : Whatsapp a izin verdim. X kişisi: Fişleyecekler seni ! whatshApp aşı ,2
171,Trabzon um istirahat et.. Sokaklarımız bize emanet .. evdekal hayatevesığar ,1
172," 09 01 21 Bugün 3195 test yapıldı. Hava yolu ile gelen 4, deniz yolu ile gelen 1 temaslı takibinden 12 ve yeni tespit edilen 5 yerel vaka olmak üzere 22 kişide coronavirüsü'ne rastlandı, 18 kişi ise taburcu oldu. Güney Kıbrıs'ta 337 vaka, 6 yeni can kaybı. covid19 ",2
173," Fahri71 Atatürk döneminde 17 farklı aşı üreten, hatta dünyaya aşı ihraç eden Hıfzısıhha Enstitüsü 2011 yılında AK Parti iktidarında kapatıldı. O günden beri aşıları ithal ediyoruz. İşte yerli ve milli siyaset . BizATATÜRKüz ",1
174,Yeni sorun: Uzamış COVID 19 aracılığıyla ,1
175," ZEYBEK Atatürk döneminde 17 farklı aşı üreten, hatta dünyaya aşı ihraç eden Hıfzısıhha Enstitüsü 2011 yılında AK Parti iktidarında kapatıldı. O günden beri aşıları ithal ediyoruz. İşte yerli ve milli siyaset . BizATATÜRKüz ",1
176,Virüsün ilk dakikasından başlarsak olayı izlemeye . Virüs yayıldı ve türkiye dsö ye biat etti ve her dedigini yapıyor . covid19 ,2
177,amerika da son 24 saatte 310 bin korona vakası görüldü. Bu rakam Pandeminin başlangıcından bugüne kadar görülen en yüksek sayı. ,1
178," 1610MiRella 35 Atatürk döneminde 17 farklı aşı üreten, hatta dünyaya aşı ihraç eden Hıfzısıhha Enstitüsü 2011 yılında AK Parti iktidarında kapatıldı. O günden beri aşıları ithal ediyoruz. İşte yerli ve milli siyaset . BizATATÜRKüz ",1
179,Survivor'a gerek yoktu ki. Şu an içinde yaşadığımız zamanlar zaten bir hayatta kalma savaşı!.. Survivor2021 koronavirüs ,0
180,"CES 2021, 11 14 Ocak tarihleri arasında her sene olduğu gibi Las Vegas'ta gerçekleşecek. COVID 19 önlemleri nedeniyle tamamen dijital olacak. gt gt teknoloji ces2021 ",1
181," 17 11 2020 Gallup a göre, Amerikalıların% 58'i aşıyı istiyor Küresel kontrol için düşük oran deniyor ABD Temsilcisi John Delaney her aşı olana 1.500 Andrew Yang ve N.Gregory Mankiw hükümetin COVID 19 aşısı için 1.00 'lık bir t ödeme yapması gerektiğini öne sürüyor ",0
182,"Atatürk döneminde 17 farklı aşı üreten, hatta dünyaya aşı ihraç eden Hıfzısıhha Enstitüsü 2011 yılında AK Parti iktidarında kapatıldı. O günden beri aşıları ithal ediyoruz. İşte yerli ve milli siyaset . BizATATÜRKüz ",1
183," Muğla evdekal etkinlikleri devam ediyor. Sağlığımız için evde kalıyoruz, kitap okuyoruz, spor yapıyoruz ve satranç oynuyoruz..! tore mem Muğlaevdekalsatrançoyna Muğlaevdekalkitapoku Muğlaevdekalsporyap ",1
184, İstanbul'da vaka sayısının az olduğu ilçeler açıklandı ,0
185,Güncel Sağlık haberleriyle ilgili her zaman ve her yerde haber alabileceğiniz siteme sizi davet ediyorum. İlk yazım Korona Virüs ile ilgili. sağlık güncelsağlık guncelsaglik korona covid sağlıkhaberleri cumartesi ,1
186,Nihayet başladı evdekal mak artık daha eğlenceli Survivor2021 ,1
187,Papa Franciscus Coronavirüs aşısı yaptıracağını açıkladı! papa covid19 ,2
188,Az önce tavla da ibo show kazandım Karantina ,1
189,"Muğla evdekal diyoruz Sağlığımız için evde kalıyor,kitap okuyor,masal anlatıyor,spor yapıyor,şarkımızı çalıyor , satranç oynuyoruz. tore mem MEM Muğlaevdekalsatrançoyna Muğlaevdekalkitapoku Muğlaevdekalsporyap Muğlaevdekalşarkınıçal ",1
190, Hindistan COVID 19 aşılamasına 16 Ocak'ta başlayacağını duyurdu. Başbakan Modi hedeflerinin temmuz ayına kadar 300 milyon insanı aşılamak olduğunu söyledi. Sağlık personelleri aşıya ilk ulaşanlar arasında olacak. ,2
191, Amerika Birleşik Devletleri'nde ABD yeni tip koronavirüs Covid 19 salgını nedeniyle hayatını kaybedenlerin sayısı son 24 saatte 3 bin 944 artarak 378 bin 297'ye yükseldi. ,1
192,yandex İnternetten basit ve eğlenceli görevler yaparak para kazandıran uygulama! Kazandığın tutarı papara skrill payoneer paypal veya yandexmoney de harca! EvdeKal parakazan ,1
193,Gastroenteroloji Uzmanı Dr. Cemal Yıldız ve Osmaniye İl Sağlık Müdürlüğü'nde görev yapan Muhasebe Birim Sorumlusu Murat Bayram COVID 19 nedeniyle hayatını kaybetti. ÖfkeliyizÇünküÖlüyoruz ,0
194,Dışarı çıkamayacağımı bile bile hazırlanıyorum. YikikCumartesi YikiklarHolding iTonya MargotRobbie Yikik Karantina Quarantine COVID19 Covid 19 ,2
195,Eyy covid19 ayy ,2
196,Bakın ABD Başkan yardımcısı nasıl aşı oluyor: HesKoduIptalEdilsin ZAMpiyon MilletinSesiYouTubeda melekipek covid Korona ,1
197, EvdeKal yeni moda yeni trend Soyunan soyunana bu virüs mikrobu milleti beynini sulandırdı ,2
198,Fırsatçılığın Matematiği! ücretsizizin kısmiçalışma işsizlikfonu salgın pandemi covid19 ,0
199,"Yılın ilk 9 gününde 20 sağlık çalışanı yaşamını yitirdi, COVID 19 nedeniyle hayatını kaybeden sağlık çalışanı sayısı 340 a ulaştı Corona COVID19 ",0
200,Dr.Carrie Madej Dr.Barre Lando COVİD 19 SALGINI OLMADIĞINI sizlere söylemek için buradayım..Aşıdan sakatlanmış çok çocuk tedavi etmiş bir doktorum. HesKoduIptalEdilsin ,0
201,EvdeKal 'lıyorum ama eve sığamıyorum.. ,0
202,CANLI BELÇİKA PRO LİG Kortrijk KRC Genk 3.5 ÜST YÜKSEK GÜVEN 25 FAV GELİRSE YÜKSEK GÜVEN CANLI BAHİSLER GELMEYE DEVAM EDER taburespor iddaa Galatasaray Besiktas Trabzonspor 9ocak Fenerbahce BugünGünlerdenGalatasaray evdekal ,1
203,Halk oyunları ekibimiz Memleket Esintileri kapsamında mahallelerimizde her hafta sonu farklı bir etkinlik ile hemşehrilerimizin yanında olmaya devam ediyor. Bu hafta da Van yöresi halk oyunları ile EvdeKal kuralına uyan GüzelMamak'lılara güzel vakitler yaşatmak devam ediyor. ,2
204, Sayın hocam isimli kardeşimiz COVİD 19 tedavi eden iksir yapmış. Neden araştırma veya dinlemiyorsunuz. Çaldığı tüm kapılar yüzüne kapanmış. 3 günde COVİD 19 un tüm etkilerini yokediyormuş. Allah rızası için lütfen bir şans verin ,1
205,İtalya da son 24 saatte 19 bin 978 yeni vaka Dogrusu ,2
206," Sağlıklı, mutlu, huzur dolu bir Haftasonu diliyoruz. 10OcakÇalışanGazetecilerGünü AilecekKitapOkuyoruz BeyazBastonGörmeEngellilerHaftası CemalSüreya DevegeçidiKöprüsü EğitimeDeğer HalideEdipAdıvar SarıkamışHarekatının106yıldönümü Türksat5A Mutlupazarlar Covid19 ",1
207,PANDEMİde En büyük PROBLEM Halk AŞIYA ne kadar GEÇ ulaşırsa COVID 19 O kadar GEÇ biter ve 2021 TURİZM geliri AUT olur Bununla beraber HAVACILIK AUT Ve ! DOMİNO etkisi diğer kurumlara yansır ,0
208,Ey Dünya ! Şöyle bir baktım da sana Beş para etmezsin. cumartesi iboshow picemiyeti GeceyeBirNot EvdeKal iyiaksamlar iyigeceler ,0
209,sayılı gün geçmiyormuş harbiden: karantina ,2
210,Ayağımın altı kaşınıyor inşallah bi yere giderim Karantina ,1
211,Kraliçe Elizabeth ve Edinburgh Dükü Philip de KOVID19 aşısı yaptırdı aşı aracılığıyla ,2
212,"Şu anda siz nefes alırken, başka biri son nefesini alıyor. Şikayet etmeyi bırakın ve hayatınızı sahip olduğunuz şeylerle yaşamayı öğrendim. Covid19 yaşamsavaşı ",0
213,"Muğla evdekal etkinlikleri devam ediyor. Sağlığımız için evde kalıyor,kitap okuyor,spor yapıyor,şarkımızı çalıyor ve satranç oynuyoruz. tore mem MEM Muğlaevdekalsatrançoyna Muğlaevdekalkitapoku Muğlaevdekalsporyap ",1
214,Şahin'in çok konuşulan fotoğrafı ortaya çıktı aracılığıyla ugursahin korona koronavirus ,2
215,Ağır hasta sayısı 3.00 in altına geriledi. covid19 corona covid ankara sağlık Turkey sağlıkbakanlığı bakankoca SağlıkBakanlığıSiziDinliyor duenyasağlıkoerğuetue Korona bizevdeyiz evdekal aşı siberay ,2
216,Tekirdağ Ülkü Ocakları il Yöneticilerimiz ile Haftalık Olağan Yönetim kurulu toplantımızı EvdeKal'arak video konferans yöntemi ile online gerçekleştirdik ,1
217,EŞREF ZİYA KALKSAM VE DİRİLSEM aracılığıyla EvdeKal ,2
218,25 Fav da çok güvendiğim bir canlı bahis var hızlı olmamız gerekiyor. taburespor iddaa Galatasaray Besiktas Trabzonspor 9ocak Fenerbahce BugünGünlerdenGalatasaray evdekal ,1
219,Maremont Real Estate : ESNAF DESTEK BAŞVURU TARİHİNİ KAÇIRMAYIN Süre bitimine az kaldı. maremontrealestate alanya evdekal türkiye esnaf esnafdestek Ekonomi ,1
220,Papa Francis Kovid 19 aşısı olacağını açıkladı papa koronavirüs ,2
221,İngiltere de son 24 saatte koronavirüsten 1035 ölüm koronavirüs covid19 ingiltere ,2
222,Bizlerle değerli bilgilerini paylaşan Dr. Semih Tareen ile geliştirilen aşılarla ilgili yaptığımız canlı yayını izlemek isteyenler için yayınımız Youtube kanalımızda! Pfizer Sinovac asınerede pandemi koronavirüs COVID19 Hacettepe ,1
223,Maremont Real Estate : TİKTOK DA TEMSİLCİ ATAYACAK Temsilcilikler açılmaya başladı. maremontrealestate sosyalmedya tiktok evdekal alanya antalya türkiye ,2
224,"Ürün Kodu 415540 Kapüşonlu Sweatshirt: 39,99 TL Beden: S M L XL WhatsApp: 0534 277 5225 fullamoda mdfulla indirim kampanya outlet alışveriş fırsat online shopping evdekal takım eşofman ",1
225,Bravo İş Bankası işbankası pandemi kira destek yardım ,1
226,"Daha ilk yarıdan WOONN Barbarınız koptu bugün, no mercy Maç önü Emmen Twente Ms 2.5 üst taburespor iddaa Galatasaray Besiktas Trabzonspor 9ocak besiktasinmacivar Fenerbahce BugünGünlerdenGalatasaray evdekal ",0
227,Cuma günü COVID 19 dan bir kişi daha vefat etti KHA ,2
228,Evde survivor izlemek bunu yapacağımı hiç düşünmezdim pandemi ,1
229,Covid19 ve Nadir hastaliklar. Acik oturum. Ingilizce. nadirhastalik raredisease ,2
230,"Buckingham sarayında, Kraliçe Elizabeth ve eşi Philip'in COVID 19'a karşı aşı olduğunu söyledi.. ",2
231,ALACAKLILARIN DİKKATİNE BuEvdeVirüsVar Korona ,2
232, COVİD 19 Brezilya'nın Hindistan'dan 2 milyon doz Hint üretimi Covid aşısı istediği iddia ediliyor. ,2
233,Covid19 sarsCov2 ve digerleri. Cok guzel bir yayin. Konak Coronavirus protein etkilesim aglari. ,1
234,"PROF. Vedat Turhan .dr.vedatturhan ile enfeksiyon hastalığı,dünyayı etkileyen salgın hastalık covid 19 dan korunma yolları ve covid 19 aşısı ile alakalı seminerimize davet ediyoruz.Konunun uzmanını sizlerle buluşturuyoruz.covid19 salgınenfeksiyonpandemiaşıkoronavirüs ",1
235,Karantina nasıl başladı nasıl devam ediyor adlı çalışmam ,2
236,Şu influencerlara uyuz oluyorum. Millet kan ağlıyor pandemi döneminde. Bunlar kombin önerileriyle çıkıyor meydana! nerden alabilsinler nerde giyebilsinler? Habire link paylaşıyorlar ha alabilen güruha yönelik biliyorum ama sinir bozucu. pandemi Influencer ,0
237," VEFAT VE BAŞ SAĞLIĞI!! İYİ PARTİ İNCİRLİOVA İLÇE DİVAN KURULU üyemiz ve İncirliova Belediye Meclis Üyemiz Sayın Muammer öztürk COVİD 19 dolayısıyla vefat etmiştir. Allah'tan rahmet, Kederli ailesine ve tüm sevenlerine ve İYİ PARTİ ailemize başsağlığı ve sabırlar dileriz. ",1
238,Onur Zorlu Güzelsin işte kes sesini.. karantina edwardhonekerr ,1
239,"MAKALE: Umut habercileri İki mRNA COVID 19 aşısı için Acil Kullanım İzinleri, pandemide bir dönüm noktasını temsil etmektedir. Ayrıca aşı için yeni bir çağı müjdeliyorlar. ",1
240,The women fighting COVID19. Our STARs are brave and strong. COVID 19 ile savaşan STARlarımız sizinle gurur duyuyoruz. ,1
241,Salgın yönetimi zora giriyor. karantinatv aşı corona ,0
242,Normal zamanda birine bu soruyu sormak hoş karşılanmazdı ama covid19 sağ olsun 2 ay sonra herkes birbirine aşın tam mı diye soracak tehlikenin farkında mısınız ,0
243,Türkiye de korona ölüm 22 bin 631'e yükseldi aracılığıyla türkiye koronavirüs korona virüs sağlık fahrettinkoca yenicizgigazete ,0
244,İngiltere'de COVID 19'dan ölenlerin sayısı 80 bini aştı ,1
245,"Dünya Sağlık Örgütü'nün Devrim Liderine saldırısı İngiliz, Amerikan ve Fransız aşılarına karşı duran ilk Taklit Merci olarak tarihe yazılacak olan Ayetullah Hamenei'nin tweetleri silindi ve dünya sağlık örgütünün hedefi haline geldi Korona ",0
246,9 Ocak korona tablosu! 181 kişi vefat etti Koronavirüs koronatablosu fahrettinkoca sağlıkbakanı ,0
247,Türkiye'de son durum.. 181 kayıp 9 bin 537 yeni vaka korona turkiye fahrettinkoca twitter zaturre ,0
248,pandemi sürecinde kilo Aldığımız doğrudur. Sn ı ve Sn evdekal diyince biz mutfaktan çıkamaz olduk: gezgingurmeyiz profiterol ,1
249,Muğla evdekal etkinliklerine devam..Öğrencimiz Tutku ailesiyle satranç etkinliğinde.. mem tore Muğlaevdekalsatrançoyna Muğlaevdekalkitapoku Muğlaevdekalsporyap Muğlaevdekalşarkınıçal ,2
250,Mutlu akşamlar evarbaş arkadaşlar sevgili dostlar covid19 coronavirüsten korunmak için her zaman kurallara uymak zorunlu temizlik hijyen dejenfekten uygunmesafe maske kullanmak ülkemiz halkımız ve dünya sağlığı için önemli lütfen maskelerinizi düzgün takınız EvdeKal ,1
251, Helal olsun imama imamda biliyor COVID 19 dan daha tehlikeli olduğunuzu.. ,0
252,Covid19 Ingiltere'nin goz gore gore bugune gelisi. Ya da bile bile lades. ,1
253,uzak dur aşı ,2
254, EvdeKal böyle rezil 2 kurum daha görmedik. 1saat 15dk önce verdiğimiz siparişin durumunu sorguladigimizda hala hazırlıyoruz cevabı alabiliyoruz. İptal için 15dk dir hala hatta bekliyoruz.y Yapamicaksaniz bu işi yapan firmalara bırakın lütfen.. Ayıp ! ,0
255,KOCAMAN bir yalansın aşı .. ,1
256,"Korona yeni çıktı peki ya kanser? 2018 yılında Türkiye'de 210 bin 537 yeni kanser vakası görüldü. Bu vakaların %56,5'ini erkek hastalar oluşturdu. 2018'de kanser nedeniyle ölenlerin sayısı 116 bin 710 olurken hayatını kaybedenlerin yaklaşık %64'ü ise erkek hastalardan oluşuyor ",0
257,Cumartesi gibi cumartesi olsun . EvdeKal ,1
258,"Türkiye'de Koronavirüs 181 kişi daha hayatını kaybetti, 9 bin 537 yeni 'vaka' tespit edildi. Dünyayaaçılangözünüz AlAinAlİhbariye ",0
259,Leo diyor ki: Sürekli evdeler alın bunları başımdan Yeter bu KARANTİNAA coronavirus Karantina sokağacıkmayasağı Haftasonu ,2
260,Arz ederim.. aşı ila alakalı hiçbir DAYATMAYI KABÜL ETMİYORUM sn CUMHURBAŞKAN ım ,0
261," İran'ın Zencan Eyaleti Kooperatifler, Çalışma ve Sosyal Refah Genel Müdürü, 3.600 işçinin koronavirüse yakalandığını duyurdu. İran koronavirüs ",2
262,Kadıköy de Covid 19 lu hastalara sıcak yemek.. Ayrıntılar için kadıköybelediyesi koronavirüs covid19 covid koronavirüs vavacars ,2
263,Koronavirüs Konulu Mizah Hikayemiz Yayında. Hikayeyi Okumak İsteyenler Linke veya Resme Tıklayabilir. Soğukİşlemez GSvGB Survivor2021 WhatsAppSiliyoruz BiPeGeçiyoruz Telegram Wattpad Kitap COVID19 Covid 19 Corona korona virüs hikaye aşk ,1
264,Şanlıurfa Merkezde pandemi döneminde evlere teknik servis hizmeti veriyoruz. Sağlığınız herşeyden önemlidir.Sen evdekal biz hizmeti ayağına getirelim. urfa bilgisayarcı teknikservis internet format kurulum pc ,1
265,Surviver başladığına göre karantina tam tur attı demektir.. ,2
266, Bugün açıklanan vaka sayısıyla neredeyse 5 9 uçak doldurulabiliyor ,1
267,SarıkamışHarekatı'nın 106. yılı anma etkinlikleri alınan koronavirüs tedbirleri kapsamında düzenlenen törenle anıldı. İHA ,2
268,"Kraliçe Elizabeth ve Edinburgh Dükü, Covid 19 aşısı oldu KraliçeElizabeth, EdinburghDükü, Covid19, aşı, haber, sağlık ",2
269,"61 yaşında lenfoma tanısı alan bir hasta hemen sonrasında COVID 19 a yakalanıyor. Herhangi bir lenfoma tedavisi veya kortizon almamasına rağmen, lenfoması 4 ay sonra kendiliğinden iyileşiyor. Virüse karşı oluşan bağışıklık yanıtının kanser hücrelerine de saldırdığı düşünülüyor. ",0
270,"COVID 19: Suudi Arabistan, Pazar gününden itibaren uluslararası uçuşlara devam ediyor Havacılık Haberleri ",2
271," Nafaka yükümlülüğü konusunda hiç bir gerekçe kusur kabul edilmiyor, PANDEMİ koşulları da dahil yükümlülüğünü yerine getirmeyen kişi TazyikHapsi ile cezalandırılır Ne derece olumlu bilemiyorum ama tek olumlu tarafı COVİD 19 salgını kapsamında bazı hapis kararları erteleniyor. ",0
272,COVID 19 için hayat kurtaran başka bir tedavi bulundu. cumartesi Telegram ,2
273,Korona der ki Ben gidince herkesin maskesi düşecek Maske EvdeKal yasaklar picemiyeti iyiaksamlar cumartesi ,1
274,Türkiye'nin 9 Ocak koronavirüs tablosu ,2
275," İran Sağlık Kurulu, Twitter hesabından yaptığı açıklamada koronavirüs salgınının başlangıcından bu yana son on ayda 200 doktorun hayatını kaybettiğini açıkladı. koronavirüs İran ",0
276,aşı pişmanlıktır diyoruz. ,0
277,COVID 19 DAN DAHA TEHLIKELI BIR VURİS VARSA AKP DIR 19 YIL OLDU AŞISI BULUNAMIYOR DUNYA ULKELERI SINIR KAPILARINI KAPATTI FARKINDAMISINIZ ,0
278,"ALKÜ Eğitim Araştırma Hastahanesi, sağlık çalışanlarına ikram ziyaretimiz bu haftasonunda da devam etti. Gönüllülerimiz tarafından sevgi ile hazırlanan ve sevgi notlarının yazılı olduğu ikramlarımızı ilettik. Evdekal MerhametÇınarları Kızılaykadınları ",1
279,"Sağlık Bakanlığı, Türkiye'nin günlük Coronavirus tablosunu paylaştı. saglikbakani fahrettinkoca covid19 turkiye vakasayisi saglikbakanligi ",1
280,6. Sınıf öğrencimiz Deniz Yeşilova babası ile satranç oynuyor. MuğlaEvdeKalSatrançOyna fethiye evdekal tore mem ,1
281,Koronayla beraber hayatımda ne kadar gereksiz insan var anladım artık insanlara tahammül eşliğim çok düştü. Yani gereksiz konuşanı anında müsait bi yerde indirip yola devam etme günleri Karantina ,0
282,Detaylı bilgi için iletişime geçebilirsiniz! evdekal evdekaldolarkazan forex ,2
283,Tan Taşçı x Rubato Ezberleri Bozalım EvdeKal Resmi Video Klip via Gel Ezberleri Bozalim Gel .. ,2
284,"SONDAKİKA Türkiye'de son 24 saatte 168 bin 289 Kovid 19 testi yapıldı, 9 bin 537 kişinin testi pozitif çıktı, 181 kişi vefat etti. Kovid19 koronavirüs ",2
285, TTB Asistan ve Genç Uzman Hekimler Kolunun asistanlara yönelik pandemi alanlarına görevlendirme işleyişini ve COVID 19 riskine yönelik belirlemeler yapmayı amaçlayan anketimizi tekrar paylaşmak istiyoruz. ,1
